date,timeframe,daily_mb_total_stocks,daily_mb_advancing_stocks,daily_mb_declining_stocks,daily_mb_unchanged_stocks,daily_mb_net_advances,daily_mb_ad_ratio,daily_mb_ad_line,daily_mb_advance_pct,daily_mb_decline_pct,daily_mb_avg_pct_change,daily_mb_pct_change_volatility,daily_mb_252day_new_highs,daily_mb_252day_new_lows,daily_mb_total_stocks_hl_252day,daily_mb_net_252day_new_highs,daily_mb_hl_ratio_252day,daily_mb_252day_new_highs_pct,daily_mb_252day_new_lows_pct,daily_mb_net_hl_line_252day,daily_mb_20day_new_highs,daily_mb_20day_new_lows,daily_mb_total_stocks_hl_20day,daily_mb_net_20day_new_highs,daily_mb_hl_ratio_20day,daily_mb_20day_new_highs_pct,daily_mb_20day_new_lows_pct,daily_mb_net_hl_line_20day,daily_mb_63day_new_highs,daily_mb_63day_new_lows,daily_mb_total_stocks_hl_63day,daily_mb_net_63day_new_highs,daily_mb_hl_ratio_63day,daily_mb_63day_new_highs_pct,daily_mb_63day_new_lows_pct,daily_mb_net_hl_line_63day,daily_mb_stocks_above_ma_20,daily_mb_total_stocks_ma_20,daily_mb_pct_above_ma_20,daily_mb_stocks_above_ma_50,daily_mb_total_stocks_ma_50,daily_mb_pct_above_ma_50,daily_mb_stocks_above_ma_200,daily_mb_total_stocks_ma_200,daily_mb_pct_above_ma_200,daily_mb_daily_252day_new_highs_gt_100,daily_mb_10day_successful_252day_new_highs_gt_100,daily_mb_daily_20day_new_highs_gt_100,daily_mb_20day_successful_20day_new_highs_gt_100,daily_mb_daily_63day_new_highs_gt_100,daily_mb_63day_successful_63day_new_highs_gt_100,daily_mb_ad_ratio_gt_2_0,daily_mb_ad_ratio_lt_0_5,daily_mb_strong_advance_breadth,daily_mb_weak_advance_breadth,daily_mb_strong_ma_breadth_20,daily_mb_weak_ma_breadth_20,daily_mb_strong_ma_breadth_50,daily_mb_weak_ma_breadth_50,daily_mb_strong_ma_breadth_200,daily_mb_weak_ma_breadth_200,daily_mb_universe,daily_mb_lookback_days
2024-01-02,daily,23,0,0,0,0,,0,0.00,0.00,0.00,0.00,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,23,0.00,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,NASDAQ100,252
2024-01-03,daily,23,7,16,0,-9,0.44,-9,30.43,69.57,-0.87,1.50,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,23,0.00,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,NASDAQ100,252
2024-01-04,daily,23,10,13,0,-3,0.77,-12,43.48,56.52,-0.28,1.00,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,23,0.00,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NASDAQ100,252
2024-01-05,daily,23,10,13,0,-3,0.77,-15,43.48,56.52,0.12,0.91,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,23,0.00,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NASDAQ100,252
2024-01-08,daily,23,23,0,0,23,,8,100.00,0.00,2.22,1.54,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,23,0.00,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,NASDAQ100,252
2024-01-09,daily,23,11,12,0,-1,0.92,7,47.83,52.17,0.13,1.22,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,23,0.00,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NASDAQ100,252
2024-01-10,daily,23,15,8,0,7,1.88,14,65.22,34.78,1.15,2.38,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,23,0.00,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NASDAQ100,252
2024-01-11,daily,23,11,12,0,-1,0.92,13,47.83,52.17,0.19,1.17,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,23,0.00,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NASDAQ100,252
2024-01-12,daily,23,14,9,0,5,1.56,18,60.87,39.13,0.02,1.13,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,0,0,23,0.00,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NASDAQ100,252
2024-01-16,daily,23,8,15,0,-7,0.53,11,34.78,65.22,-0.31,2.39,0,0,23,0,,0.00,0.00,0,5,3,23,2,1.67,21.74,13.04,2,0,0,23,0,,0.00,0.00,0,16,23,69.57,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NASDAQ100,252
2024-01-17,daily,23,7,16,0,-9,0.44,2,30.43,69.57,-0.39,0.81,0,0,23,0,,0.00,0.00,0,2,5,23,-3,0.40,8.70,21.74,-1,0,0,23,0,,0.00,0.00,0,17,23,73.91,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,NASDAQ100,252
2024-01-18,daily,23,21,2,0,19,10.50,21,91.30,8.70,1.66,1.65,0,0,23,0,,0.00,0.00,0,10,1,23,9,10.00,43.48,4.35,8,0,0,23,0,,0.00,0.00,0,18,23,78.26,0,23,0.00,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,NASDAQ100,252
2024-01-19,daily,23,21,2,0,19,10.50,40,91.30,8.70,1.64,2.29,0,0,23,0,,0.00,0.00,0,15,1,23,14,15.00,65.22,4.35,22,0,0,23,0,,0.00,0.00,0,19,23,82.61,0,23,0.00,0,23,0.00,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,NASDAQ100,252
2024-01-22,daily,23,12,11,0,1,1.09,41,52.17,47.83,0.33,1.84,0,0,23,0,,0.00,0.00,0,16,1,23,15,16.00,69.57,4.35,37,0,0,23,0,,0.00,0.00,0,19,23,82.61,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,NASDAQ100,252
2024-01-23,daily,23,15,8,0,7,1.88,48,65.22,34.78,0.28,1.00,0,0,23,0,,0.00,0.00,0,4,0,23,4,,17.39,0.00,41,0,0,23,0,,0.00,0.00,0,19,23,82.61,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,NASDAQ100,252
2024-01-24,daily,23,12,11,0,1,1.09,49,52.17,47.83,1.15,3.35,0,0,23,0,,0.00,0.00,0,16,0,23,16,,69.57,0.00,57,0,0,23,0,,0.00,0.00,0,18,23,78.26,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NASDAQ100,252
2024-01-25,daily,23,16,7,0,9,2.29,58,69.57,30.43,0.17,2.97,0,0,23,0,,0.00,0.00,0,9,1,23,8,9.00,39.13,4.35,65,0,0,23,0,,0.00,0.00,0,17,23,73.91,0,23,0.00,0,23,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,NASDAQ100,252
2024-01-26,daily,23,11,12,0,-1,0.92,57,47.83,52.17,-0.23,1.02,0,0,23,0,,0.00,0.00,0,4,1,23,3,4.00,17.39,4.35,68,0,0,23,0,,0.00,0.00,0,17,23,73.91,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NASDAQ100,252
2024-01-29,daily,23,20,3,0,17,6.67,74,86.96,13.04,0.94,2.47,0,0,23,0,,0.00,0.00,0,8,2,23,6,4.00,34.78,8.70,74,0,0,23,0,,0.00,0.00,0,18,23,78.26,0,23,0.00,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,NASDAQ100,252
2024-01-30,daily,23,5,18,0,-13,0.28,61,21.74,78.26,-1.33,2.03,0,0,23,0,,0.00,0.00,0,7,1,23,6,7.00,30.43,4.35,80,0,0,23,0,,0.00,0.00,0,18,23,78.26,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,NASDAQ100,252
2024-01-31,daily,23,5,18,0,-13,0.28,48,21.74,78.26,-2.11,2.44,0,0,23,0,,0.00,0.00,0,4,2,23,2,2.00,17.39,8.70,82,0,0,23,0,,0.00,0.00,0,12,23,52.17,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,NASDAQ100,252
2024-02-01,daily,23,19,3,1,16,6.33,64,82.61,13.04,0.99,1.59,0,0,23,0,,0.00,0.00,0,4,0,23,4,,17.39,0.00,86,0,0,23,0,,0.00,0.00,0,11,23,47.83,0,23,0.00,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,NASDAQ100,252
2024-02-02,daily,23,14,8,1,6,1.75,70,60.87,34.78,2.36,5.07,0,0,23,0,,0.00,0.00,0,6,3,23,3,2.00,26.09,13.04,89,0,0,23,0,,0.00,0.00,0,13,23,56.52,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NASDAQ100,252
2024-02-05,daily,23,10,13,0,-3,0.77,67,43.48,56.52,-0.36,1.85,0,0,23,0,,0.00,0.00,0,4,5,23,-1,0.80,17.39,21.74,88,0,0,23,0,,0.00,0.00,0,13,23,56.52,0,23,0.00,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NASDAQ100,252
2024-02-06,daily,23,12,11,0,1,1.09,68,52.17,47.83,1.45,6.60,0,0,23,0,,0.00,0.00,0,4,1,23,3,4.00,17.39,4.35,91,0,0,23,0,,0.00,0.00,0,14,23,60.87,16,23,69.57,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-07,daily,23,20,3,0,17,6.67,85,86.96,13.04,1.28,2.44,0,0,23,0,,0.00,0.00,0,6,1,23,5,6.00,26.09,4.35,96,0,0,23,0,,0.00,0.00,0,14,23,60.87,16,23,69.57,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-08,daily,23,12,11,0,1,1.09,86,52.17,47.83,-0.01,1.72,0,0,23,0,,0.00,0.00,0,6,3,23,3,2.00,26.09,13.04,99,0,0,23,0,,0.00,0.00,0,16,23,69.57,16,23,69.57,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-09,daily,23,16,7,0,9,2.29,95,69.57,30.43,0.83,1.41,0,0,23,0,,0.00,0.00,0,5,0,23,5,,21.74,0.00,104,0,0,23,0,,0.00,0.00,0,15,23,65.22,16,23,69.57,0,23,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-12,daily,23,7,16,0,-9,0.44,86,30.43,69.57,-0.30,1.47,0,0,23,0,,0.00,0.00,0,3,1,23,2,3.00,13.04,4.35,106,0,0,23,0,,0.00,0.00,0,15,23,65.22,15,23,65.22,0,23,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-13,daily,23,0,23,0,-23,0.00,63,0.00,100.00,-1.53,0.97,0,0,23,0,,0.00,0.00,0,0,2,23,-2,0.00,0.00,8.70,104,0,2,23,-2,0.00,0.00,8.70,-2,12,23,52.17,15,23,65.22,0,23,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NASDAQ100,252
2024-02-14,daily,23,20,3,0,17,6.67,80,86.96,13.04,1.73,1.45,0,0,23,0,,0.00,0.00,0,1,0,23,1,,4.35,0.00,105,1,0,23,1,,4.35,0.00,-1,13,23,56.52,15,23,65.22,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-15,daily,23,13,10,0,3,1.30,83,56.52,43.48,1.40,5.45,0,0,23,0,,0.00,0.00,0,3,1,23,2,3.00,13.04,4.35,107,3,1,23,2,3.00,13.04,4.35,1,14,23,60.87,13,23,56.52,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-16,daily,23,2,21,0,-19,0.10,64,8.70,91.30,-0.86,1.36,0,0,23,0,,0.00,0.00,0,3,2,23,1,1.50,13.04,8.70,108,3,2,23,1,1.50,13.04,8.70,2,13,23,56.52,13,23,56.52,0,23,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NASDAQ100,252
2024-02-20,daily,23,5,18,0,-13,0.28,51,21.74,78.26,-1.31,1.80,0,0,23,0,,0.00,0.00,0,1,4,23,-3,0.25,4.35,17.39,105,1,3,23,-2,0.33,4.35,13.04,0,11,23,47.83,13,23,56.52,0,23,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NASDAQ100,252
2024-02-21,daily,23,11,12,0,-1,0.92,50,47.83,52.17,-0.28,1.24,0,0,23,0,,0.00,0.00,0,0,2,23,-2,0.00,0.00,8.70,103,0,1,23,-1,0.00,0.00,4.35,-1,11,23,47.83,14,23,60.87,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-22,daily,23,22,1,0,21,22.00,71,95.65,4.35,3.20,3.75,0,0,23,0,,0.00,0.00,0,5,0,23,5,,21.74,0.00,108,5,0,23,5,,21.74,0.00,4,17,23,73.91,15,23,65.22,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-23,daily,23,10,13,0,-3,0.77,68,43.48,56.52,-0.45,1.42,0,0,23,0,,0.00,0.00,0,5,0,23,5,,21.74,0.00,113,5,0,23,5,,21.74,0.00,9,16,23,69.57,16,23,69.57,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-26,daily,23,11,12,0,-1,0.92,67,47.83,52.17,0.12,1.97,0,0,23,0,,0.00,0.00,0,3,0,23,3,,13.04,0.00,116,3,0,23,3,,13.04,0.00,12,16,23,69.57,15,23,65.22,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-27,daily,23,13,10,0,3,1.30,70,56.52,43.48,0.49,1.40,0,0,23,0,,0.00,0.00,0,4,1,23,3,4.00,17.39,4.35,119,3,1,23,2,3.00,13.04,4.35,14,16,23,69.57,15,23,65.22,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-02-28,daily,23,4,19,0,-15,0.21,55,17.39,82.61,-0.84,1.10,0,0,23,0,,0.00,0.00,0,1,2,23,-1,0.50,4.35,8.70,118,1,1,23,0,1.00,4.35,4.35,14,16,23,69.57,15,23,65.22,0,23,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NASDAQ100,252
2024-02-29,daily,23,16,7,0,9,2.29,64,69.57,30.43,1.12,2.11,0,0,23,0,,0.00,0.00,0,3,1,23,2,3.00,13.04,4.35,120,3,1,23,2,3.00,13.04,4.35,16,17,23,73.91,14,23,60.87,0,23,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-01,daily,23,18,5,0,13,3.60,77,78.26,21.74,1.70,2.36,0,0,23,0,,0.00,0.00,0,10,2,23,8,5.00,43.48,8.70,128,10,2,23,8,5.00,43.48,8.70,24,16,23,69.57,14,23,60.87,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-04,daily,23,9,14,0,-5,0.64,72,39.13,60.87,-0.67,2.32,0,0,23,0,,0.00,0.00,0,11,3,23,8,3.67,47.83,13.04,136,11,3,23,8,3.67,47.83,13.04,32,16,23,69.57,14,23,60.87,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-05,daily,23,4,19,0,-15,0.21,57,17.39,82.61,-1.46,1.57,0,0,23,0,,0.00,0.00,0,2,4,23,-2,0.50,8.70,17.39,134,2,4,23,-2,0.50,8.70,17.39,30,13,23,56.52,14,23,60.87,0,23,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NASDAQ100,252
2024-03-06,daily,23,14,9,0,5,1.56,62,60.87,39.13,1.00,2.67,0,0,23,0,,0.00,0.00,0,8,3,23,5,2.67,34.78,13.04,139,8,3,23,5,2.67,34.78,13.04,35,15,23,65.22,15,23,65.22,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-07,daily,23,19,4,0,15,4.75,77,82.61,17.39,1.61,1.75,0,0,23,0,,0.00,0.00,0,8,4,23,4,2.00,34.78,17.39,143,7,4,23,3,1.75,30.43,17.39,38,15,23,65.22,15,23,65.22,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-08,daily,23,8,15,0,-7,0.53,70,34.78,65.22,-1.63,2.71,0,0,23,0,,0.00,0.00,0,5,1,23,4,5.00,21.74,4.35,147,4,1,23,3,4.00,17.39,4.35,41,15,23,65.22,15,23,65.22,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-11,daily,23,10,13,0,-3,0.77,67,43.48,56.52,-0.84,2.23,0,0,23,0,,0.00,0.00,0,1,0,23,1,,4.35,0.00,148,0,0,23,0,,0.00,0.00,41,11,23,47.83,16,23,69.57,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-12,daily,23,17,6,0,11,2.83,78,73.91,26.09,1.53,2.10,0,0,23,0,,0.00,0.00,0,1,1,23,0,1.00,4.35,4.35,148,0,1,23,-1,0.00,0.00,4.35,40,15,23,65.22,16,23,69.57,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-13,daily,23,10,13,0,-3,0.77,75,43.48,56.52,-0.41,1.90,0,1,23,-1,0.00,0.00,4.35,-1,2,1,23,1,2.00,8.70,4.35,149,0,1,23,-1,0.00,0.00,4.35,39,16,23,69.57,16,23,69.57,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-14,daily,23,11,12,0,-1,0.92,74,47.83,52.17,-0.31,1.84,1,1,23,0,1.00,4.35,4.35,-1,1,1,23,0,1.00,4.35,4.35,149,1,1,23,0,1.00,4.35,4.35,39,12,23,52.17,18,23,78.26,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-15,daily,23,4,19,0,-15,0.21,59,17.39,82.61,-0.84,1.48,0,1,23,-1,0.00,0.00,4.35,-2,0,1,23,-1,0.00,0.00,4.35,148,0,1,23,-1,0.00,0.00,4.35,38,13,23,56.52,14,23,60.87,0,23,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NASDAQ100,252
2024-03-18,daily,23,17,6,0,11,2.83,70,73.91,26.09,1.51,2.42,2,0,23,2,,8.70,0.00,0,4,1,23,3,4.00,17.39,4.35,151,2,0,23,2,,8.70,0.00,40,13,23,56.52,16,23,69.57,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-19,daily,23,11,12,0,-1,0.92,69,47.83,52.17,-0.20,1.33,0,0,23,0,,0.00,0.00,0,0,0,23,0,,0.00,0.00,151,0,0,23,0,,0.00,0.00,40,15,23,65.22,16,23,69.57,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-20,daily,23,20,3,0,17,6.67,86,86.96,13.04,1.45,1.30,2,0,23,2,,8.70,0.00,2,3,0,23,3,,13.04,0.00,154,2,0,23,2,,8.70,0.00,42,16,23,69.57,18,23,78.26,0,23,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-21,daily,23,13,9,1,4,1.44,90,56.52,39.13,0.14,2.43,4,0,23,4,,17.39,0.00,6,5,0,23,5,,21.74,0.00,159,4,0,23,4,,17.39,0.00,46,16,23,69.57,18,23,78.26,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-22,daily,23,12,11,0,1,1.09,91,52.17,47.83,-0.48,3.51,0,1,23,-1,0.00,0.00,4.35,5,0,2,23,-2,0.00,0.00,8.70,157,0,1,23,-1,0.00,0.00,4.35,45,16,23,69.57,16,23,69.57,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-25,daily,23,7,16,0,-9,0.44,82,30.43,69.57,-0.31,1.27,0,1,23,-1,0.00,0.00,4.35,4,0,2,23,-2,0.00,0.00,8.70,155,0,1,23,-1,0.00,0.00,4.35,44,14,23,60.87,15,23,65.22,0,23,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-26,daily,23,10,13,0,-3,0.77,79,43.48,56.52,-0.15,1.20,2,1,23,1,2.00,8.70,4.35,5,4,1,23,3,4.00,17.39,4.35,158,2,1,23,1,2.00,8.70,4.35,45,13,23,56.52,15,23,65.22,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-27,daily,23,15,8,0,7,1.88,86,65.22,34.78,0.01,1.59,1,0,23,1,,4.35,0.00,6,3,0,23,3,,13.04,0.00,161,1,0,23,1,,4.35,0.00,46,14,23,60.87,15,23,65.22,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-03-28,daily,23,12,11,0,1,1.09,87,52.17,47.83,-0.48,1.43,1,0,23,1,,4.35,0.00,7,2,0,23,2,,8.70,0.00,163,1,0,23,1,,4.35,0.00,47,13,23,56.52,17,23,73.91,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-04-01,daily,23,13,10,0,3,1.30,90,56.52,43.48,0.52,1.38,3,1,23,2,3.00,13.04,4.35,9,3,2,23,1,1.50,13.04,8.70,164,3,1,23,2,3.00,13.04,4.35,49,15,23,65.22,17,23,73.91,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-04-02,daily,23,2,21,0,-19,0.10,71,8.70,91.30,-1.09,1.35,0,2,23,-2,0.00,0.00,8.70,7,0,4,23,-4,0.00,0.00,17.39,160,0,2,23,-2,0.00,0.00,8.70,47,10,23,43.48,13,23,56.52,0,23,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NASDAQ100,252
2024-04-03,daily,23,15,8,0,7,1.88,78,65.22,34.78,0.70,1.28,0,1,23,-1,0.00,0.00,4.35,6,0,2,23,-2,0.00,0.00,8.70,158,0,1,23,-1,0.00,0.00,4.35,46,12,23,52.17,13,23,56.52,0,23,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NASDAQ100,252
2024-04-04,daily,23,3,20,0,-17,0.15,61,13.04,86.96,-1.75,2.06,5,2,23,3,2.50,21.74,8.70,9,5,4,23,1,1.25,21.74,17.39,159,5,2,23,3,2.50,21.74,8.70,49,9,23,39.13,12,23,52.17,0,23,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NASDAQ100,252
