date,timeframe,weekly_mb_total_stocks,weekly_mb_advancing_stocks,weekly_mb_declining_stocks,weekly_mb_unchanged_stocks,weekly_mb_net_advances,weekly_mb_ad_ratio,weekly_mb_ad_line,weekly_mb_advance_pct,weekly_mb_decline_pct,weekly_mb_avg_pct_change,weekly_mb_pct_change_volatility,weekly_mb_252day_new_highs,weekly_mb_252day_new_lows,weekly_mb_total_stocks_hl_252day,weekly_mb_net_252day_new_highs,weekly_mb_hl_ratio_252day,weekly_mb_252day_new_highs_pct,weekly_mb_252day_new_lows_pct,weekly_mb_net_hl_line_252day,weekly_mb_20day_new_highs,weekly_mb_20day_new_lows,weekly_mb_total_stocks_hl_20day,weekly_mb_net_20day_new_highs,weekly_mb_hl_ratio_20day,weekly_mb_20day_new_highs_pct,weekly_mb_20day_new_lows_pct,weekly_mb_net_hl_line_20day,weekly_mb_63day_new_highs,weekly_mb_63day_new_lows,weekly_mb_total_stocks_hl_63day,weekly_mb_net_63day_new_highs,weekly_mb_hl_ratio_63day,weekly_mb_63day_new_highs_pct,weekly_mb_63day_new_lows_pct,weekly_mb_net_hl_line_63day,weekly_mb_stocks_above_ma_20,weekly_mb_total_stocks_ma_20,weekly_mb_pct_above_ma_20,weekly_mb_stocks_above_ma_50,weekly_mb_total_stocks_ma_50,weekly_mb_pct_above_ma_50,weekly_mb_stocks_above_ma_200,weekly_mb_total_stocks_ma_200,weekly_mb_pct_above_ma_200,weekly_mb_daily_252day_new_highs_gt_100,weekly_mb_10day_successful_252day_new_highs_gt_100,weekly_mb_daily_20day_new_highs_gt_100,weekly_mb_20day_successful_20day_new_highs_gt_100,weekly_mb_daily_63day_new_highs_gt_100,weekly_mb_63day_successful_63day_new_highs_gt_100,weekly_mb_ad_ratio_gt_2_0,weekly_mb_ad_ratio_lt_0_5,weekly_mb_strong_advance_breadth,weekly_mb_weak_advance_breadth,weekly_mb_strong_ma_breadth_20,weekly_mb_weak_ma_breadth_20,weekly_mb_strong_ma_breadth_50,weekly_mb_weak_ma_breadth_50,weekly_mb_strong_ma_breadth_200,weekly_mb_weak_ma_breadth_200,weekly_mb_universe,weekly_mb_lookback_days
2024-01-02,weekly,46,0,0,0,0,,0,0.00,0.00,0.00,0.00,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,46,0.00,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,SP500,252
2024-01-03,weekly,46,18,28,0,-10,0.64,-10,39.13,60.87,-0.50,1.49,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,46,0.00,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,SP500,252
2024-01-04,weekly,46,24,22,0,2,1.09,-8,52.17,47.83,-0.13,0.85,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,46,0.00,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,SP500,252
2024-01-05,weekly,46,25,21,0,4,1.19,-4,54.35,45.65,0.22,0.85,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,46,0.00,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,SP500,252
2024-01-08,weekly,46,39,7,0,32,5.57,28,84.78,15.22,1.45,1.70,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,46,0.00,0,46,0.00,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,SP500,252
2024-01-09,weekly,46,22,24,0,-2,0.92,26,47.83,52.17,-0.13,1.09,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,46,0.00,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,SP500,252
2024-01-10,weekly,46,32,14,0,18,2.29,44,69.57,30.43,0.81,1.80,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,46,0.00,0,46,0.00,0,46,0.00,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,SP500,252
2024-01-11,weekly,46,20,26,0,-6,0.77,38,43.48,56.52,-0.08,0.96,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,46,0.00,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,SP500,252
2024-01-12,weekly,46,33,13,0,20,2.54,58,71.74,28.26,0.23,1.09,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,0,46,0,,0.00,0.00,0,0,46,0.00,0,46,0.00,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,SP500,252
2024-01-16,weekly,46,13,33,0,-20,0.39,38,28.26,71.74,-0.37,1.68,0,0,46,0,,0.00,0.00,0,9,9,46,0,1.00,19.57,19.57,0,0,0,46,0,,0.00,0.00,0,30,46,65.22,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,SP500,252
2024-01-17,weekly,46,12,33,1,-21,0.36,17,26.09,71.74,-0.41,0.70,0,0,46,0,,0.00,0.00,0,6,8,46,-2,0.75,13.04,17.39,-2,0,0,46,0,,0.00,0.00,0,29,46,63.04,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,SP500,252
2024-01-18,weekly,46,34,11,1,23,3.09,40,73.91,23.91,0.79,1.43,0,0,46,0,,0.00,0.00,0,16,8,46,8,2.00,34.78,17.39,6,0,0,46,0,,0.00,0.00,0,30,46,65.22,0,46,0.00,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,SP500,252
2024-01-19,weekly,46,38,8,0,30,4.75,70,82.61,17.39,1.17,1.65,0,0,46,0,,0.00,0.00,0,23,3,46,20,7.67,50.00,6.52,26,0,0,46,0,,0.00,0.00,0,33,46,71.74,0,46,0.00,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,SP500,252
2024-01-22,weekly,46,29,17,0,12,1.71,82,63.04,36.96,0.24,1.16,0,0,46,0,,0.00,0.00,0,24,3,46,21,8.00,52.17,6.52,47,0,0,46,0,,0.00,0.00,0,34,46,73.91,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SP500,252
2024-01-23,weekly,46,29,17,0,12,1.71,94,63.04,36.96,0.20,1.03,0,0,46,0,,0.00,0.00,0,8,1,46,7,8.00,17.39,2.17,54,0,0,46,0,,0.00,0.00,0,32,46,69.57,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SP500,252
2024-01-24,weekly,46,19,27,0,-8,0.70,86,41.30,58.70,0.29,2.17,0,0,46,0,,0.00,0.00,0,21,1,46,20,21.00,45.65,2.17,74,0,0,46,0,,0.00,0.00,0,32,46,69.57,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SP500,252
2024-01-25,weekly,46,35,10,1,25,3.50,111,76.09,21.74,0.38,2.26,0,0,46,0,,0.00,0.00,0,12,4,46,8,3.00,26.09,8.70,82,0,0,46,0,,0.00,0.00,0,35,46,76.09,0,46,0.00,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,SP500,252
2024-01-26,weekly,46,24,22,0,2,1.09,113,52.17,47.83,0.07,0.93,0,0,46,0,,0.00,0.00,0,6,1,46,5,6.00,13.04,2.17,87,0,0,46,0,,0.00,0.00,0,36,46,78.26,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SP500,252
2024-01-29,weekly,46,35,11,0,24,3.18,137,76.09,23.91,0.66,1.16,0,0,46,0,,0.00,0.00,0,11,1,46,10,11.00,23.91,2.17,97,0,0,46,0,,0.00,0.00,0,36,46,78.26,0,46,0.00,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,SP500,252
2024-01-30,weekly,46,23,23,0,0,1.00,137,50.00,50.00,0.11,1.49,0,0,46,0,,0.00,0.00,0,19,1,46,18,19.00,41.30,2.17,115,0,0,46,0,,0.00,0.00,0,36,46,78.26,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SP500,252
2024-01-31,weekly,46,8,38,0,-30,0.21,107,17.39,82.61,-1.55,2.04,0,0,46,0,,0.00,0.00,0,15,2,46,13,7.50,32.61,4.35,128,0,0,46,0,,0.00,0.00,0,30,46,65.22,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,SP500,252
2024-02-01,weekly,46,37,8,1,29,4.62,136,80.43,17.39,1.16,1.43,0,0,46,0,,0.00,0.00,0,9,2,46,7,4.50,19.57,4.35,135,0,0,46,0,,0.00,0.00,0,30,46,65.22,0,46,0.00,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,SP500,252
2024-02-02,weekly,46,26,19,1,7,1.37,143,56.52,41.30,1.13,3.41,0,0,46,0,,0.00,0.00,0,17,2,46,15,8.50,36.96,4.35,150,0,0,46,0,,0.00,0.00,0,31,46,67.39,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SP500,252
2024-02-05,weekly,46,17,29,0,-12,0.59,131,36.96,63.04,-0.29,1.65,0,0,46,0,,0.00,0.00,0,10,5,46,5,2.00,21.74,10.87,155,0,0,46,0,,0.00,0.00,0,30,46,65.22,0,46,0.00,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SP500,252
2024-02-06,weekly,46,25,20,1,5,1.25,136,54.35,43.48,0.60,4.69,0,0,46,0,,0.00,0.00,0,8,2,46,6,4.00,17.39,4.35,161,0,0,46,0,,0.00,0.00,0,31,46,67.39,33,46,71.74,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-02-07,weekly,46,38,8,0,30,4.75,166,82.61,17.39,0.85,1.77,0,0,46,0,,0.00,0.00,0,14,3,46,11,4.67,30.43,6.52,172,0,0,46,0,,0.00,0.00,0,33,46,71.74,33,46,71.74,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,SP500,252
2024-02-08,weekly,46,21,25,0,-4,0.84,162,45.65,54.35,0.10,1.43,0,0,46,0,,0.00,0.00,0,12,5,46,7,2.40,26.09,10.87,179,0,0,46,0,,0.00,0.00,0,33,46,71.74,32,46,69.57,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-02-09,weekly,46,28,18,0,10,1.56,172,60.87,39.13,0.47,1.30,0,0,46,0,,0.00,0.00,0,8,1,46,7,8.00,17.39,2.17,186,0,0,46,0,,0.00,0.00,0,33,46,71.74,32,46,69.57,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-02-12,weekly,46,19,27,0,-8,0.70,164,41.30,58.70,-0.09,1.10,0,0,46,0,,0.00,0.00,0,7,1,46,6,7.00,15.22,2.17,192,0,0,46,0,,0.00,0.00,0,34,46,73.91,32,46,69.57,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-02-13,weekly,46,5,41,0,-36,0.12,128,10.87,89.13,-1.27,1.29,0,0,46,0,,0.00,0.00,0,3,4,46,-1,0.75,6.52,8.70,191,3,4,46,-1,0.75,6.52,8.70,-1,26,46,56.52,30,46,65.22,0,46,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,SP500,252
2024-02-14,weekly,46,36,10,0,26,3.60,154,78.26,21.74,1.12,1.34,0,0,46,0,,0.00,0.00,0,5,2,46,3,2.50,10.87,4.35,194,5,2,46,3,2.50,10.87,4.35,2,29,46,63.04,31,46,67.39,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,SP500,252
2024-02-15,weekly,46,34,12,0,22,2.83,176,73.91,26.09,0.71,1.58,0,0,46,0,,0.00,0.00,0,11,1,46,10,11.00,23.91,2.17,204,11,1,46,10,11.00,23.91,2.17,12,31,46,67.39,31,46,67.39,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,SP500,252
2024-02-16,weekly,46,12,33,1,-21,0.36,155,26.09,71.74,-0.62,1.12,0,0,46,0,,0.00,0.00,0,12,2,46,10,6.00,26.09,4.35,214,12,2,46,10,6.00,26.09,4.35,22,28,46,60.87,31,46,67.39,0,46,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,SP500,252
2024-02-20,weekly,46,15,31,0,-16,0.48,139,32.61,67.39,-0.67,1.61,0,0,46,0,,0.00,0.00,0,4,7,46,-3,0.57,8.70,15.22,211,4,4,46,0,1.00,8.70,8.70,22,27,46,58.70,31,46,67.39,0,46,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,SP500,252
2024-02-21,weekly,46,26,20,0,6,1.30,145,56.52,43.48,0.07,1.04,0,0,46,0,,0.00,0.00,0,5,6,46,-1,0.83,10.87,13.04,210,4,2,46,2,2.00,8.70,4.35,24,27,46,58.70,32,46,69.57,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-02-22,weekly,46,40,6,0,34,6.67,179,86.96,13.04,2.16,2.93,0,0,46,0,,0.00,0.00,0,14,0,46,14,,30.43,0.00,224,13,0,46,13,,28.26,0.00,37,37,46,80.43,35,46,76.09,0,46,0.00,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,SP500,252
2024-02-23,weekly,46,31,15,0,16,2.07,195,67.39,32.61,0.11,0.99,0,0,46,0,,0.00,0.00,0,17,0,46,17,,36.96,0.00,241,15,0,46,15,,32.61,0.00,52,36,46,78.26,37,46,80.43,0,46,0.00,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,SP500,252
2024-02-26,weekly,46,17,29,0,-12,0.59,183,36.96,63.04,-0.23,1.52,0,0,46,0,,0.00,0.00,0,10,0,46,10,,21.74,0.00,251,8,0,46,8,,17.39,0.00,60,35,46,76.09,34,46,73.91,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-02-27,weekly,46,23,23,0,0,1.00,183,50.00,50.00,0.09,1.12,0,0,46,0,,0.00,0.00,0,4,1,46,3,4.00,8.70,2.17,254,3,1,46,2,3.00,6.52,2.17,62,35,46,76.09,33,46,71.74,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-02-28,weekly,46,24,22,0,2,1.09,185,52.17,47.83,-0.18,0.83,0,0,46,0,,0.00,0.00,0,9,3,46,6,3.00,19.57,6.52,260,8,1,46,7,8.00,17.39,2.17,69,35,46,76.09,33,46,71.74,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-02-29,weekly,46,23,22,1,1,1.05,186,50.00,47.83,0.40,1.68,0,0,46,0,,0.00,0.00,0,9,2,46,7,4.50,19.57,4.35,267,7,2,46,5,3.50,15.22,4.35,74,33,46,71.74,33,46,71.74,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-03-01,weekly,46,32,14,0,18,2.29,204,69.57,30.43,1.06,1.88,0,0,46,0,,0.00,0.00,0,16,3,46,13,5.33,34.78,6.52,280,15,3,46,12,5.00,32.61,6.52,86,34,46,73.91,33,46,71.74,0,46,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SP500,252
2024-03-04,weekly,46,22,24,0,-2,0.92,202,47.83,52.17,-0.28,1.87,0,0,46,0,,0.00,0.00,0,18,5,46,13,3.60,39.13,10.87,293,16,4,46,12,4.00,34.78,8.70,98,34,46,73.91,33,46,71.74,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-03-05,weekly,46,14,32,0,-18,0.44,184,30.43,69.57,-0.84,1.47,0,0,46,0,,0.00,0.00,0,7,5,46,2,1.40,15.22,10.87,295,7,5,46,2,1.40,15.22,10.87,100,29,46,63.04,34,46,73.91,0,46,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,SP500,252
2024-03-06,weekly,46,33,13,0,20,2.54,204,71.74,28.26,0.74,1.96,0,0,46,0,,0.00,0.00,0,12,3,46,9,4.00,26.09,6.52,304,11,3,46,8,3.67,23.91,6.52,108,32,46,69.57,32,46,69.57,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,SP500,252
2024-03-07,weekly,46,33,13,0,20,2.54,224,71.74,28.26,0.97,1.50,0,0,46,0,,0.00,0.00,0,17,3,46,14,5.67,36.96,6.52,318,15,3,46,12,5.00,32.61,6.52,120,32,46,69.57,34,46,73.91,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,SP500,252
2024-03-08,weekly,46,19,27,0,-8,0.70,216,41.30,58.70,-0.78,2.00,0,0,46,0,,0.00,0.00,0,11,0,46,11,,23.91,0.00,329,8,0,46,8,,17.39,0.00,128,31,46,67.39,35,46,76.09,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-03-11,weekly,46,26,20,0,6,1.30,222,56.52,43.48,-0.16,1.67,0,0,46,0,,0.00,0.00,0,4,0,46,4,,8.70,0.00,333,3,0,46,3,,6.52,0.00,131,27,46,58.70,37,46,80.43,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,SP500,252
2024-03-12,weekly,46,35,11,0,24,3.18,246,76.09,23.91,1.15,2.27,0,0,46,0,,0.00,0.00,0,10,1,46,9,10.00,21.74,2.17,342,7,1,46,6,7.00,15.22,2.17,137,34,46,73.91,37,46,80.43,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,SP500,252
2024-03-13,weekly,46,24,22,0,2,1.09,248,52.17,47.83,-0.19,1.32,5,1,46,4,5.00,10.87,2.17,4,7,1,46,6,7.00,15.22,2.17,348,5,1,46,4,5.00,10.87,2.17,141,36,46,78.26,37,46,80.43,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,SP500,252
2024-03-14,weekly,46,19,27,0,-8,0.70,240,41.30,58.70,-0.28,1.49,6,1,46,5,6.00,13.04,2.17,9,6,1,46,5,6.00,13.04,2.17,353,6,1,46,5,6.00,13.04,2.17,146,30,46,65.22,38,46,82.61,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,SP500,252
2024-03-15,weekly,46,11,35,0,-24,0.31,216,23.91,76.09,-0.53,1.24,3,2,46,1,1.50,6.52,4.35,10,3,3,46,0,1.00,6.52,6.52,353,3,2,46,1,1.50,6.52,4.35,147,29,46,63.04,34,46,73.91,0,46,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,SP500,252
2024-03-18,weekly,46,32,14,0,18,2.29,234,69.57,30.43,0.84,1.56,3,0,46,3,,6.52,0.00,13,5,1,46,4,5.00,10.87,2.17,357,3,0,46,3,,6.52,0.00,150,29,46,63.04,36,46,78.26,0,46,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SP500,252
2024-03-19,weekly,46,32,14,0,18,2.29,252,69.57,30.43,0.28,1.13,4,0,46,4,,8.70,0.00,17,5,1,46,4,5.00,10.87,2.17,361,4,0,46,4,,8.70,0.00,154,35,46,76.09,36,46,78.26,0,46,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SP500,252
2024-03-20,weekly,46,35,11,0,24,3.18,276,76.09,23.91,0.78,1.18,9,1,46,8,9.00,19.57,2.17,25,9,2,46,7,4.50,19.57,4.35,368,9,1,46,8,9.00,19.57,2.17,162,36,46,78.26,37,46,80.43,0,46,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,SP500,252
2024-03-21,weekly,46,28,17,1,11,1.65,287,60.87,36.96,0.29,2.07,16,1,46,15,16.00,34.78,2.17,40,17,3,46,14,5.67,36.96,6.52,382,16,1,46,15,16.00,34.78,2.17,177,36,46,78.26,37,46,80.43,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,SP500,252
2024-03-22,weekly,46,15,30,1,-15,0.50,272,32.61,65.22,-0.63,2.53,7,2,46,5,3.50,15.22,4.35,45,7,4,46,3,1.75,15.22,8.70,385,7,2,46,5,3.50,15.22,4.35,182,32,46,69.57,35,46,76.09,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-03-25,weekly,46,14,32,0,-18,0.44,254,30.43,69.57,-0.34,0.92,2,4,46,-2,0.50,4.35,8.70,43,2,6,46,-4,0.33,4.35,13.04,381,2,4,46,-2,0.50,4.35,8.70,180,30,46,65.22,34,46,73.91,0,46,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,SP500,252
2024-03-26,weekly,46,26,20,0,6,1.30,260,56.52,43.48,-0.00,1.00,3,1,46,2,3.00,6.52,2.17,45,5,2,46,3,2.50,10.87,4.35,384,3,1,46,2,3.00,6.52,2.17,182,31,46,67.39,33,46,71.74,0,46,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-03-27,weekly,47,37,9,0,28,4.11,288,78.72,19.15,0.60,1.28,8,0,47,8,,17.02,0.00,53,9,0,47,9,,19.15,0.00,393,8,0,47,8,,17.02,0.00,190,34,47,72.34,34,47,72.34,0,47,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,SP500,252
2024-03-28,weekly,47,32,15,0,17,2.13,305,68.09,31.91,0.03,1.37,10,0,47,10,,21.28,0.00,63,12,0,47,12,,25.53,0.00,405,10,0,47,10,,21.28,0.00,200,32,47,68.09,36,47,76.60,0,47,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SP500,252
2024-04-01,weekly,47,18,29,0,-11,0.62,294,38.30,61.70,0.01,1.45,8,1,47,7,8.00,17.02,2.13,70,9,3,47,6,3.00,19.15,6.38,411,8,1,47,7,8.00,17.02,2.13,207,30,47,63.83,35,47,74.47,0,47,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-04-02,weekly,47,9,38,0,-29,0.24,265,19.15,80.85,-0.91,1.48,4,3,47,1,1.33,8.51,6.38,71,4,7,47,-3,0.57,8.51,14.89,408,4,3,47,1,1.33,8.51,6.38,208,25,47,53.19,30,47,63.83,0,47,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,SP500,252
2024-04-03,weekly,47,26,21,0,5,1.24,270,55.32,44.68,0.17,1.55,2,1,47,1,2.00,4.26,2.13,72,3,5,47,-2,0.60,6.38,10.64,406,2,1,47,1,2.00,4.26,2.13,209,22,47,46.81,29,47,61.70,0,47,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SP500,252
2024-04-04,weekly,47,8,39,0,-31,0.21,239,17.02,82.98,-1.47,1.98,7,3,47,4,2.33,14.89,6.38,76,9,9,47,0,1.00,19.15,19.15,406,7,3,47,4,2.33,14.89,6.38,213,19,47,40.43,25,47,53.19,0,47,0.00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,SP500,252
2024-04-05,weekly,47,39,8,0,31,4.88,270,82.98,17.02,0.96,1.56,5,4,47,1,1.25,10.64,8.51,77,5,11,47,-6,0.45,10.64,23.40,400,5,4,47,1,1.25,10.64,8.51,214,20,47,42.55,27,47,57.45,0,47,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,SP500,252
