ticker,signal_date,signal_type,screen_type,price,volume,direction,expansion_ratio,st_spread,lt_spread,separation_pct,volume_confirmation,rs_score,strength,raw_data
CHTR,2025-09-05,expansion_signal,guppy_expansion,261.5,2245900.0,bearish,0.1649340473112403,0.06201094281295567,0.10292310449828465,10.714709892131323,False,,strong,"{'Open': 259.3399963378906, 'High': 266.57000732421875, 'Low': 259.04998779296875, 'Close': 261.5, 'Volume': 2245900.0, 'EMA_3': 261.4354511308783, 'EMA_5': 262.3795448314879, 'EMA_8': 263.65365496287694, 'EMA_10': 264.45141781329926, 'EMA_12': 265.41303758777036, 'EMA_25': 277.64730994023444, 'EMA_30': 283.66239556834796, 'EMA_35': 289.57082908829386, 'EMA_40': 295.1357633940693, 'EMA_45': 300.2555749185063, 'EMA_50': 304.90418005036673, 'EMA_60': 312.8578099496628}"
LULU,2025-09-05,expansion_signal,guppy_expansion,167.8000030517578,36736100.0,bearish,0.1708367630102363,0.08740551479288723,0.08343124821734905,8.161541634886756,True,,very_strong,"{'Open': 165.13999938964844, 'High': 176.17999267578125, 'Low': 163.97999572753906, 'Close': 167.8000030517578, 'Volume': 36736100.0, 'EMA_3': 185.46397923356554, 'EMA_5': 191.0697313865159, 'EMA_8': 194.67789319731943, 'EMA_10': 195.90330095309852, 'EMA_12': 196.7637886426607, 'EMA_25': 201.67455381401268, 'EMA_30': 204.0838419199385, 'EMA_35': 206.7257805689293, 'EMA_40': 209.51660684484656, 'EMA_45': 212.39208875644047, 'EMA_50': 215.30503042439878, 'EMA_60': 221.1108115923111}"
VRTX,2025-09-05,expansion_signal,guppy_expansion,396.1199951171875,1171100.0,bearish,0.061718437193771764,0.020986345429743883,0.04073209176402788,4.3593629944587,False,,strong,"{'Open': 397.8699951171875, 'High': 402.739990234375, 'Low': 393.4299926757813, 'Close': 396.1199951171875, 'Volume': 1171100.0, 'EMA_3': 396.3609936380535, 'EMA_5': 395.8176868465745, 'EMA_8': 395.09858937196924, 'EMA_10': 395.0389120171999, 'EMA_12': 395.39155751859715, 'EMA_25': 403.32933508298305, 'EMA_30': 406.9431946178062, 'EMA_35': 410.34292980751377, 'EMA_40': 413.4740544174192, 'EMA_45': 416.33701297884636, 'EMA_50': 418.950272790148, 'EMA_60': 423.51884216372537}"
INTU,2025-09-05,expansion_signal,guppy_expansion,672.8200073242188,1614100.0,bearish,0.059146345492259306,0.04341411278999369,0.015732232702265612,4.902316764948635,False,,strong,"{'Open': 672.219970703125, 'High': 677.0, 'Low': 667.25, 'Close': 672.8200073242188, 'Volume': 1614100.0, 'EMA_3': 670.0982519665188, 'EMA_5': 669.2644793578478, 'EMA_8': 671.063874214722, 'EMA_10': 673.6807430849183, 'EMA_12': 676.9102804107428, 'EMA_25': 698.3200029510258, 'EMA_30': 704.2176772796239, 'EMA_35': 708.6325551747648, 'EMA_40': 711.7471073287588, 'EMA_45': 713.7764111502286, 'EMA_50': 714.9274738837908, 'EMA_60': 715.2965936516359}"
IDXX,2025-09-05,expansion_signal,guppy_expansion,642.989990234375,370400.0,bullish,0.07800754204996047,0.020574780534092924,0.057432761515867535,5.28552452657552,False,,strong,"{'Open': 640.0, 'High': 649.1599731445312, 'Low': 630.8699951171875, 'Close': 642.989990234375, 'Volume': 370400.0, 'EMA_3': 641.164123364562, 'EMA_5': 641.0313487509113, 'EMA_8': 641.1331597539815, 'EMA_10': 640.8938443996516, 'EMA_12': 640.2318747253319, 'EMA_25': 628.238259061256, 'EMA_30': 622.2253311512355, 'EMA_35': 616.1604649810392, 'EMA_40': 610.1995925203746, 'EMA_45': 604.4175323972947, 'EMA_50': 598.8513979376332, 'EMA_60': 588.4301619889792}"
MSTR,2025-09-05,expansion_signal,guppy_expansion,335.8699951171875,13968300.0,bearish,0.09999993904312998,0.07227681784897358,0.027723121194156396,7.234316796694375,True,,very_strong,"{'Open': 334.8099975585937, 'High': 337.20001220703125, 'Low': 320.0, 'Close': 335.8699951171875, 'Volume': 13968300.0, 'EMA_3': 333.61087706397853, 'EMA_5': 334.81468166094436, 'EMA_8': 337.8019317928519, 'EMA_10': 340.1846663629306, 'EMA_12': 342.7170157245754, 'EMA_25': 357.723209657968, 'EMA_30': 361.87250743108746, 'EMA_35': 365.1147429621779, 'EMA_40': 367.5731362468889, 'EMA_45': 369.37506558237754, 'EMA_50': 370.63563911405697, 'EMA_60': 371.90474281143275}"
GOOGL,2025-09-05,expansion_signal,guppy_expansion,235.0,46566300.0,bullish,0.1624464691821043,0.10798980590667719,0.054456663275427114,9.915645774123153,False,,strong,"{'Open': 232.1999969482422, 'High': 235.75999450683597, 'Low': 231.8999938964844, 'Close': 235.0, 'Volume': 46566300.0, 'EMA_3': 230.81135458848937, 'EMA_5': 226.40380406787534, 'EMA_8': 221.5484829823873, 'EMA_10': 219.1274060956765, 'EMA_12': 217.11401764750912, 'EMA_25': 208.3154135155734, 'EMA_30': 205.81696221369126, 'EMA_35': 203.5810319950784, 'EMA_40': 201.56078661197424, 'EMA_45': 199.72895437189078, 'EMA_50': 198.06644094749362, 'EMA_60': 195.18769180552968}"
GOOG,2025-09-05,expansion_signal,guppy_expansion,235.1699981689453,26106200.0,bullish,0.1591286420466719,0.10579558739176319,0.05333305465490872,9.724769284417759,False,,strong,"{'Open': 232.66000366210935, 'High': 236.1300048828125, 'Low': 232.3800048828125, 'Close': 235.1699981689453, 'Volume': 26106200.0, 'EMA_3': 231.12378205608996, 'EMA_5': 226.80829250819662, 'EMA_8': 222.04312720313936, 'EMA_10': 219.66413738903617, 'EMA_12': 217.68404496475713, 'EMA_25': 209.01130795904237, 'EMA_30': 206.54581976569307, 'EMA_35': 204.34053728544055, 'EMA_40': 202.34981167791943, 'EMA_45': 200.5468010642379, 'EMA_50': 198.91247931604133, 'EMA_60': 196.08785545362124}"
PDD,2025-09-05,expansion_signal,guppy_expansion,124.68000030517578,8490800.0,bullish,0.06906495710625818,0.03634001776222501,0.03272493934403317,4.921447602802626,False,,strong,"{'Open': 125.81999969482422, 'High': 126.58999633789062, 'Low': 124.12999725341795, 'Close': 124.68000030517578, 'Volume': 8490800.0, 'EMA_3': 124.0595999730644, 'EMA_5': 123.65054398245545, 'EMA_8': 123.17344818200378, 'EMA_10': 122.81355541270156, 'EMA_12': 122.41960710304224, 'EMA_25': 119.70935971472665, 'EMA_30': 118.76743855603041, 'EMA_35': 117.92030175869034, 'EMA_40': 117.17012871322038, 'EMA_45': 116.51198216120643, 'EMA_50': 115.93764661421591, 'EMA_60': 115.00394154465678}"
AMAT,2025-09-05,expansion_signal,guppy_expansion,162.75,7034900.0,bearish,0.06703398135936565,0.05103109584322209,0.01600288551614357,5.343574712585859,False,,strong,"{'Open': 160.25999450683594, 'High': 162.85000610351562, 'Low': 158.82000732421875, 'Close': 162.75, 'Volume': 7034900.0, 'EMA_3': 160.48025839778745, 'EMA_5': 160.35392214376026, 'EMA_8': 161.1318945830405, 'EMA_10': 161.94378206168787, 'EMA_12': 162.8694515120956, 'EMA_25': 168.53695851351506, 'EMA_30': 170.00117485567375, 'EMA_35': 171.06137724481187, 'EMA_40': 171.78996265659072, 'EMA_45': 172.26108837016463, 'EMA_50': 172.53984490033872, 'EMA_60': 172.721684194499}"
ISRG,2025-09-05,expansion_signal,guppy_expansion,466.8599853515625,2623100.0,bearish,0.06082572138776643,0.03069667935903088,0.030129042028735547,4.0185420176151885,False,,strong,"{'Open': 454.8299865722656, 'High': 467.989990234375, 'Low': 454.7799987792969, 'Close': 466.8599853515625, 'Volume': 2623100.0, 'EMA_3': 461.09594068738, 'EMA_5': 461.79880472179195, 'EMA_8': 464.08172483611736, 'EMA_10': 465.5245448603456, 'EMA_12': 466.8781256557169, 'EMA_25': 475.2500549324112, 'EMA_30': 478.351113538562, 'EMA_35': 481.27714297694087, 'EMA_40': 483.99081586918066, 'EMA_45': 486.4846037697979, 'EMA_50': 488.7673989466906, 'EMA_60': 492.7633743428578}"
APP,2025-09-05,expansion_signal,guppy_expansion,490.239990234375,8139600.0,bullish,0.17670326690604565,0.1000838806371776,0.07661938626886805,12.093965107942399,True,,very_strong,"{'Open': 506.0, 'High': 507.8699951171875, 'Low': 469.7999877929688, 'Close': 490.239990234375, 'Volume': 8139600.0, 'EMA_3': 490.8246910550638, 'EMA_5': 486.76827921778903, 'EMA_8': 479.5375416983734, 'EMA_10': 474.88546647987937, 'EMA_12': 470.4567865500986, 'EMA_25': 446.17024182808143, 'EMA_30': 438.7058173646382, 'EMA_35': 432.0883675904229, 'EMA_40': 426.17410746660545, 'EMA_45': 420.8439553391919, 'EMA_50': 416.0023263691778, 'EMA_60': 407.4845975837543}"
AAPL,2025-09-05,expansion_signal,guppy_expansion,239.69000244140625,54837300.0,bullish,0.0764177233373552,0.047234739408697816,0.029182983928657386,5.106493483264832,True,,very_strong,"{'Open': 240.0, 'High': 241.32000732421875, 'Low': 238.4900054931641, 'Close': 239.69000244140625, 'Volume': 54837300.0, 'EMA_3': 238.42827640775425, 'EMA_5': 236.7856089479102, 'EMA_8': 234.916983024519, 'EMA_10': 233.8977474945462, 'EMA_12': 232.9563973370934, 'EMA_25': 227.67414738588454, 'EMA_30': 225.9889400948579, 'EMA_35': 224.4972753940792, 'EMA_40': 223.19201915212594, 'EMA_45': 222.06213091377776, 'EMA_50': 221.0939258623496, 'EMA_60': 219.58091381592777}"
ROST,2025-09-05,expansion_signal,guppy_expansion,150.9499969482422,2438400.0,bullish,0.05487150869075005,0.03139736212748953,0.023474146563260516,3.919176532106171,False,,strong,"{'Open': 152.77000427246094, 'High': 153.4199981689453, 'Low': 150.4600067138672, 'Close': 150.9499969482422, 'Volume': 2438400.0, 'EMA_3': 151.22767035509128, 'EMA_5': 150.80173716723954, 'EMA_8': 150.14813977705887, 'EMA_10': 149.73894533823812, 'EMA_12': 149.3310237988895, 'EMA_25': 146.62406159654134, 'EMA_30': 145.7087074595079, 'EMA_35': 144.91173219408574, 'EMA_40': 144.22816779333073, 'EMA_45': 143.6452297239612, 'EMA_50': 143.1489134739314, 'EMA_60': 142.36676905692772}"
MU,2025-09-05,expansion_signal,guppy_expansion,131.3699951171875,28381100.0,bullish,0.09216564465247198,0.05900787066996991,0.033157773982502074,4.652376837503831,True,,very_strong,"{'Open': 127.7699966430664, 'High': 131.41000366210938, 'Low': 125.66000366210938, 'Close': 131.3699951171875, 'Volume': 28381100.0, 'EMA_3': 126.44019869492209, 'EMA_5': 124.1912937359802, 'EMA_8': 122.51733260565841, 'EMA_10': 121.856732049993, 'EMA_12': 121.35408027839306, 'EMA_25': 119.39495654072057, 'EMA_30': 118.8253782777585, 'EMA_35': 118.24417847649082, 'EMA_40': 117.6334215620412, 'EMA_45': 116.99447391689648, 'EMA_50': 116.33693990792065, 'EMA_60': 115.01184162775411}"
ADSK,2025-09-05,expansion_signal,guppy_expansion,326.3699951171875,1632200.0,bullish,0.07991070451438761,0.07053554504297532,0.009375159471412299,4.191798140319572,False,,strong,"{'Open': 322.6400146484375, 'High': 326.8500061035156, 'Low': 320.4800109863281, 'Close': 326.3699951171875, 'Volume': 1632200.0, 'EMA_3': 321.60439996302216, 'EMA_5': 316.924343581603, 'EMA_8': 311.16047389803657, 'EMA_10': 308.37461452681475, 'EMA_12': 306.25773024835485, 'EMA_25': 300.41449950184676, 'EMA_30': 299.60538843919574, 'EMA_35': 299.01839437119247, 'EMA_40': 298.5301211949368, 'EMA_45': 298.08357543342044, 'EMA_50': 297.6547204119175, 'EMA_60': 296.82262895799073}"
BKR,2025-09-05,expansion_signal,guppy_expansion,45.58000183105469,4978400.0,bullish,0.06845687031829722,0.03552255583754386,0.032934314480753374,4.580620142804404,False,,strong,"{'Open': 46.0099983215332, 'High': 46.2400016784668, 'Low': 44.93999862670898, 'Close': 45.58000183105469, 'Volume': 4978400.0, 'EMA_3': 45.65690781918925, 'EMA_5': 45.51381829523376, 'EMA_8': 45.253145849322124, 'EMA_10': 45.08622129116277, 'EMA_12': 44.93277437278605, 'EMA_25': 44.09069369064719, 'EMA_30': 43.79020566284469, 'EMA_35': 43.50361451400751, 'EMA_40': 43.23609983237721, 'EMA_45': 42.9909518164288, 'EMA_50': 42.76935930583382, 'EMA_60': 42.393988706685214}"
ORLY,2025-09-05,expansion_signal,guppy_expansion,104.83999633789062,4202500.0,bullish,0.054917950268471516,0.02395566767628031,0.030962282592191206,3.6733907657883376,False,,strong,"{'Open': 105.31999969482422, 'High': 105.31999969482422, 'Low': 103.5999984741211, 'Close': 104.83999633789062, 'Volume': 4202500.0, 'EMA_3': 104.59080599582612, 'EMA_5': 104.31657584101146, 'EMA_8': 104.00544313188382, 'EMA_10': 103.82201614511253, 'EMA_12': 103.63602572070481, 'EMA_25': 102.14388112444347, 'EMA_30': 101.52119778438541, 'EMA_35': 100.92213534092235, 'EMA_40': 100.35896384012072, 'EMA_45': 99.83483412145972, 'EMA_50': 99.34819156925435, 'EMA_60': 98.47227148710664}"
AZN,2025-09-05,expansion_signal,guppy_expansion,81.69999694824219,2464400.0,bullish,0.07320904632649275,0.04017178543481772,0.03303726089167503,5.173957873647203,False,,strong,"{'Open': 82.05000305175781, 'High': 82.41000366210938, 'Low': 81.54000091552734, 'Close': 81.69999694824219, 'Volume': 2464400.0, 'EMA_3': 81.56740994830724, 'EMA_5': 81.28250085986276, 'EMA_8': 80.88855345735945, 'EMA_10': 80.61471006711741, 'EMA_12': 80.32477826221644, 'EMA_25': 78.41724904527192, 'EMA_30': 77.78936855252634, 'EMA_35': 77.2349524504598, 'EMA_40': 76.74730307476605, 'EMA_45': 76.31791707623498, 'EMA_50': 75.9385268353538, 'EMA_60': 75.30160962962921}"
AVGO,2025-09-05,expansion_signal,guppy_expansion,334.8900146484375,78335000.0,bullish,0.11476495476946957,0.06218204254813252,0.05258291222133706,5.931308184186539,True,,very_strong,"{'Open': 355.7799987792969, 'High': 356.3399963378906, 'Low': 331.4200134277344, 'Close': 334.8900146484375, 'Volume': 78335000.0, 'EMA_3': 319.1823974359062, 'EMA_5': 313.1437693579991, 'EMA_8': 308.76139737694467, 'EMA_10': 307.10214384288685, 'EMA_12': 305.8999291748046, 'EMA_25': 300.4968872098424, 'EMA_30': 298.323923599318, 'EMA_35': 295.990013859661, 'EMA_40': 293.53602851349336, 'EMA_45': 291.0116590007515, 'EMA_50': 288.4620182223612, 'EMA_60': 283.4208309250858}"
FTNT,2025-09-05,expansion_signal,guppy_expansion,78.83000183105469,10495200.0,bearish,0.13283631759596481,0.06008744107972791,0.07274887651623689,9.393365130290931,True,,very_strong,"{'Open': 76.91000366210938, 'High': 79.48999786376953, 'Low': 76.87999725341797, 'Close': 78.83000183105469, 'Volume': 10495200.0, 'EMA_3': 77.82624602469308, 'EMA_5': 77.7447640835795, 'EMA_8': 77.92759989661135, 'EMA_10': 78.1931733240525, 'EMA_12': 78.5755068650112, 'EMA_25': 82.41624801470893, 'EMA_30': 83.91217999232326, 'EMA_35': 85.268786643404, 'EMA_40': 86.47537800021085, 'EMA_45': 87.539545232449, 'EMA_50': 88.47496841715028, 'EMA_60': 90.01669681279303}"
SHOP,2025-09-05,expansion_signal,guppy_expansion,146.82000732421875,5726600.0,bullish,0.10522851317192608,0.04237283169216008,0.062855681479766,6.525044400174627,False,,strong,"{'Open': 146.58999633789062, 'High': 147.97000122070312, 'Low': 144.9199981689453, 'Close': 146.82000732421875, 'Volume': 5726600.0, 'EMA_3': 144.7326876326987, 'EMA_5': 143.53609426836476, 'EMA_8': 142.65425078951432, 'EMA_10': 142.2897479201472, 'EMA_12': 141.9514878351133, 'EMA_25': 138.84925166146508, 'EMA_30': 137.38197522506655, 'EMA_35': 135.8953194906442, 'EMA_40': 134.4363781838881, 'EMA_45': 133.03258364094324, 'EMA_50': 131.69843297697116, 'EMA_60': 129.25741247748314}"
CSX,2025-09-05,expansion_signal,guppy_expansion,32.529998779296875,9676400.0,bearish,0.051263797503772406,0.041850721868571444,0.009413075635200963,2.5417800942173887,False,,strong,"{'Open': 32.61000061035156, 'High': 32.7599983215332, 'Low': 32.16999816894531, 'Close': 32.529998779296875, 'Volume': 9676400.0, 'EMA_3': 32.51696168547332, 'EMA_5': 32.57293510470633, 'EMA_8': 32.82281760640076, 'EMA_10': 33.018741696915804, 'EMA_12': 33.203787596280954, 'EMA_25': 33.87782000498306, 'EMA_30': 33.94987901630825, 'EMA_35': 33.96191306704649, 'EMA_40': 33.93348951939608, 'EMA_45': 33.878812614327956, 'EMA_50': 33.80808365452649, 'EMA_60': 33.645208177707644}"
KDP,2025-09-05,expansion_signal,guppy_expansion,28.649999618530277,21095200.0,bearish,0.11751805907869294,0.09606249409465345,0.02145556498403949,7.21932721469675,False,,strong,"{'Open': 29.25, 'High': 29.3700008392334, 'Low': 28.61000061035156, 'Close': 28.649999618530277, 'Volume': 21095200.0, 'EMA_3': 28.92198046994189, 'EMA_5': 29.167091462613893, 'EMA_8': 29.70638717751047, 'EMA_10': 30.07232454277986, 'EMA_12': 30.403250434176744, 'EMA_25': 31.700298048041365, 'EMA_30': 31.958899567851056, 'EMA_35': 32.15118352231985, 'EMA_40': 32.29861442822726, 'EMA_45': 32.414472217023395, 'EMA_50': 32.507258269601515, 'EMA_60': 32.644595814347475}"
FAST,2025-09-05,expansion_signal,guppy_expansion,47.9900016784668,9382500.0,bullish,0.056893380970065376,0.01557455583145502,0.041318825138610356,3.697649897420178,True,,very_strong,"{'Open': 49.09999847412109, 'High': 49.36000061035156, 'Low': 47.380001068115234, 'Close': 47.9900016784668, 'Volume': 9382500.0, 'EMA_3': 48.94570394754127, 'EMA_5': 49.22281562241281, 'EMA_8': 49.374672598375035, 'EMA_10': 49.38241532702839, 'EMA_12': 49.3438893593483, 'EMA_25': 48.62510097705117, 'EMA_30': 48.27909837620728, 'EMA_35': 47.93184717072593, 'EMA_40': 47.59195181062879, 'EMA_45': 47.2637325159299, 'EMA_50': 46.949202477722864, 'EMA_60': 46.36341647792724}"
TTD,2025-09-05,expansion_signal,guppy_expansion,52.06999969482422,11324300.0,bearish,0.20852785998069318,0.12592341946071448,0.08260444051997869,14.17041142836782,True,,very_strong,"{'Open': 52.0, 'High': 52.56999969482422, 'Low': 51.0099983215332, 'Close': 52.06999969482422, 'Volume': 11324300.0, 'EMA_3': 52.516523938796986, 'EMA_5': 52.86675015024431, 'EMA_8': 53.26705917695651, 'EMA_10': 53.696547874909555, 'EMA_12': 54.28356928736669, 'EMA_25': 59.12958421136077, 'EMA_30': 60.66816990467301, 'EMA_35': 61.92954692956861, 'EMA_40': 62.95595932780942, 'EMA_45': 63.79978336963791, 'EMA_50': 64.50972308491438, 'EMA_60': 65.67963013701953}"
GFS,2025-09-05,expansion_signal,guppy_expansion,33.290000915527344,2240200.0,bearish,0.06403583402787306,0.02885941158108146,0.0351764224467916,4.6330308453220175,False,,strong,"{'Open': 33.380001068115234, 'High': 34.22999954223633, 'Low': 32.98400115966797, 'Close': 33.290000915527344, 'Volume': 2240200.0, 'EMA_3': 33.30112573766414, 'EMA_5': 33.345090088490956, 'EMA_8': 33.40660819480661, 'EMA_10': 33.451986974132545, 'EMA_12': 33.51502944860833, 'EMA_25': 34.26217663144073, 'EMA_30': 34.5694762110474, 'EMA_35': 34.84515122518138, 'EMA_40': 35.08616006519829, 'EMA_45': 35.29561213864699, 'EMA_50': 35.4786095279845, 'EMA_60': 35.78550671001152}"
MRVL,2025-09-05,expansion_signal,guppy_expansion,63.33000183105469,25749700.0,bearish,0.11974858221665642,0.11373346492082423,0.006015117295832196,6.568294523883476,False,,strong,"{'Open': 63.97999954223633, 'High': 64.58999633789062, 'Low': 62.470001220703125, 'Close': 63.33000183105469, 'Volume': 25749700.0, 'EMA_3': 63.84616781067615, 'EMA_5': 64.98300076381346, 'EMA_8': 66.67167134013002, 'EMA_10': 67.60211342007813, 'EMA_12': 68.38340832240279, 'EMA_25': 71.10761369770074, 'EMA_30': 71.51884662247362, 'EMA_35': 71.74617391462436, 'EMA_40': 71.85783536036955, 'EMA_45': 71.90411015598899, 'EMA_50': 71.9205215084167, 'EMA_60': 71.94904087377043}"
CRWD,2025-09-05,expansion_signal,guppy_expansion,417.6300048828125,2168000.0,bearish,0.051957708654008034,0.03229429327742113,0.019663415376586908,3.9907052912712015,False,,strong,"{'Open': 414.0700073242188, 'High': 418.1119995117188, 'Low': 407.05999755859375, 'Close': 417.6300048828125, 'Volume': 2168000.0, 'EMA_3': 416.1400088291481, 'EMA_5': 417.1164017370303, 'EMA_8': 418.5865301533979, 'EMA_10': 419.57622355080235, 'EMA_12': 420.6743847839273, 'EMA_25': 429.5789563187452, 'EMA_30': 432.77051700848267, 'EMA_35': 435.44962014764303, 'EMA_40': 437.57033129889544, 'EMA_45': 439.15610403445476, 'EMA_50': 440.2610609104908, 'EMA_60': 441.28026344716073}"
TEAM,2025-09-05,expansion_signal,guppy_expansion,172.42999267578125,2352200.0,bearish,0.07429407317505608,0.018891556938522153,0.05540251623653393,4.845073766531382,False,,strong,"{'Open': 170.0, 'High': 174.52000427246094, 'Low': 169.6300048828125, 'Close': 172.42999267578125, 'Volume': 2352200.0, 'EMA_3': 171.32267810165024, 'EMA_5': 171.42139479599, 'EMA_8': 171.2611085527422, 'EMA_10': 171.18914764749763, 'EMA_12': 171.2598290483481, 'EMA_25': 174.4231771775374, 'EMA_30': 176.1219171260468, 'EMA_35': 177.84054730891134, 'EMA_40': 179.53493729566173, 'EMA_45': 181.18985221089957, 'EMA_50': 182.80051072085828, 'EMA_60': 185.8795144992321}"
INTC,2025-09-05,expansion_signal,guppy_expansion,24.489999771118164,55708400.0,bullish,0.07039038770147939,0.040121824638291954,0.03026856306318743,5.347434518797926,False,,strong,"{'Open': 24.600000381469727, 'High': 24.709999084472656, 'Low': 24.170000076293945, 'Close': 24.489999771118164, 'Volume': 55708400.0, 'EMA_3': 24.445718664626988, 'EMA_5': 24.423739263969797, 'EMA_8': 24.35834536952817, 'EMA_10': 24.27384351178084, 'EMA_12': 24.169058475187775, 'EMA_25': 23.50274562609829, 'EMA_30': 23.312835274187947, 'EMA_35': 23.152876277272693, 'EMA_40': 23.016325398825966, 'EMA_45': 22.898486731741578, 'EMA_50': 22.796003962069292, 'EMA_60': 22.62792063156269}"
